detector,tpr_mean,tpr_std,fa_mean,fa_std,delay_mean,delay_std
PE (theta=1.75),74.93333333333332,1.4073221221723022,2.4,0.7601169500660919,1.0479825969562975,0.019482737741842542
CUSUM (h=8),64.23333333333332,2.0736441353327697,1.7333333333333336,0.596284793999944,0.38693921135375914,0.03334664920387773
Composite (t=2.0),76.26666666666667,1.320774183743932,2.8,0.6912147117775908,1.0879646310341702,0.017390419837350648
BOCPD (lam=72),0.0,0.0,100.0,0.0,0.0,0.0
